864,-118,-580,-1411,366,-450,-11129,11468,-5930
679,67,-616,-1423,236,-463,-4174,4280,-16280
789,30,-650,-1429,277,-476,-4006,7910,-27118
953,26,-691,-1423,248,-476,7093,-7442,-7845
828,-41,-602,-1429,289,-438,-2756,15029,-6045
852,30,-123,-1441,277,-578,12813,14410,14564
955,133,353,-1234,242,-1004,-5014,8580,-18225
539,538,601,-1022,242,-1163,-3696,-4475,-15666
656,621,507,-1010,177,-1156,5838,1248,9795
397,171,765,-986,135,-1169,4434,26840,32121
-80,178,999,-319,59,-1131,-2798,14329,8002
-500,-146,827,-112,11,-953,-15747,8795,11758
-536,-446,700,0,100,-877,-19963,1166,-945
-560,-815,348,24,218,-845,-14249,-157,-1807
-438,-904,379,24,443,-813,-5557,-19039,-766
-367,-899,246,-76,519,-959,-14670,-8190,3308
-399,-1044,-90,-295,708,-972,-11020,-4586,6599
-129,-920,-409,-295,844,-832,-16421,9371,-18960
387,-736,-678,-549,1033,-400,4916,11656,-18798
709,-626,-255,-903,992,-603,18621,4366,-12394
885,-409,244,-1157,673,-940,17046,6835,-12556
819,151,489,-1081,29,-1144,-1614,-2602,-12174
824,602,448,-933,-24,-1143,-8116,-9206,-16631
246,825,505,-933,-24,-1143,-2325,-5584,-19857
-125,785,495,-898,-77,-1125,-2983,-4074,-11248
-362,599,701,-850,-101,-1118,-20427,-1535,-2601
-606,94,896,-797,47,-1188,4201,-2702,-16742
-313,-14,938,-909,200,-1195,-2679,-7283,-1200
47,-172,883,-1116,313,-1080,-7308,-7448,-5032
395,-258,862,-1317,319,-883,-5371,-8763,3653
484,-438,815,-1388,449,-737,3234,-313,3148
530,-396,731,-1358,531,-699,-645,-10589,-3265
846,-469,270,-1412,508,-451,-279,-14231,2093
821,-486,-70,-1258,537,19,-3220,-10034,6654
821,-529,-191,-1146,525,108,7318,-9711,3490
888,-478,-256,-1016,667,114,3239,-153,-6259
995,-114,43,-1181,632,0,9454,-1463,-10172
924,279,10,-1358,378,-76,-2387,-1216,-8130
740,614,56,-1370,212,-76,-3998,5277,-7184
572,758,203,-1347,-77,-203,-3433,5893,-5673
445,750,403,-1305,-219,-317,-1342,1327,-499
429,581,653,-1329,-184,-546,-10617,-1395,3819
426,220,704,-1335,-83,-648,-11408,-11719,4909
857,-65,504,-1441,53,-502,-14405,-2837,-849
849,-134,322,-1429,17,-457,-8201,408,-123
949,-158,280,-1417,-48,-406,-8775,3978,-3508
695,-103,782,-1400,-71,-527,23594,8727,15246
366,8,890,-1388,118,-731,2505,9873,-2536
-60,87,926,-1288,29,-903,-815,11344,-8668
-349,49,825,-862,-107,-1112,-55,-10663,-12595
59,-316,910,-933,-83,-1106,-10820,-3023,3040
-110,-683,704,-998,289,-1170,-13997,4958,1895
20,-892,424,-939,514,-1138,-12242,216,-6506
344,-915,240,-1093,709,-928,8355,-19205,-16295
646,-726,260,-1376,437,-769,9376,-7539,-5985
747,-540,319,-1447,242,-578,16770,-8017,693
736,-247,466,-1477,206,-438,12055,5229,-11385
641,88,728,-1382,-77,-566,-2921,16232,-10295
-14,-64,966,-1152,-231,-890,-7112,14156,-8535
-404,-497,773,-561,-42,-1176,-13855,12728,-7431
-434,-803,519,-283,236,-1138,-10743,470,-4756
-278,-970,317,-384,519,-1125,-5126,-6295,-4523
-101,-861,550,-508,590,-1125,7299,-13014,-711
283,-753,521,-980,443,-1132,8250,-16475,3012
564,-580,512,-1288,348,-941,2328,-10528,-5344
693,-475,474,-1400,218,-775,16196,-225,905
427,-90,843,-1388,59,-750,4362,24879,-13808
-408,-179,944,-791,-195,-1093,-10003,31409,-18854
-803,-453,497,-141,29,-1011,-2021,904,11236
-862,-160,533,-189,-125,-992,804,5293,2052
-954,-84,338,-194,-178,-928,2045,11279,-687
-1028,-49,26,-47,-213,-718,-1101,-965,4310
-810,179,527,-129,-302,-769,-2909,-23859,6147
268,224,853,-815,-325,-973,-9329,-26550,3839
699,110,552,-1229,-201,-763,-1900,-6082,-5398
578,135,711,-1217,-278,-699,-5226,10392,-8337
416,33,896,-1016,-308,-883,-10137,5473,-8382
327,-10,941,-779,-255,-1043,-4419,3862,669
321,-141,841,-679,-207,-1087,1641,-4227,1882
476,-177,805,-1034,-190,-998,11830,-793,22000
172,103,957,-1240,-24,-884,17009,14519,15443
-372,497,724,-1134,-71,-1024,17841,22869,-23569
-1012,260,214,-602,-361,-966,3245,19764,-17558
-905,-406,-287,-5,-142,-604,-148,3322,-13950
-804,-659,-345,107,147,-470,18702,462,-12185
-413,-943,3,107,496,-508,289,-11135,-13771
-515,-922,59,-29,685,-674,-2742,-10684,6467
-486,-826,367,-129,508,-973,2279,-22197,784
-217,-957,529,-478,496,-1157,-1628,-11347,-5035
216,-745,604,-998,484,-1119,6730,-14117,2169
373,-549,699,-1252,336,-941,-1487,635,-4461
548,-449,637,-1288,206,-948,-269,-7666,-8597
698,-242,610,-1341,47,-852,6605,673,-5957
688,-1,621,-1264,-213,-744,3351,-1953,-4669
652,381,589,-1199,-284,-668,7031,-106,-5058
607,439,465,-1057,-426,-489,19426,-2184,11798
828,432,339,-1193,-290,-279,7584,2440,3616
400,635,611,-1299,-207,-330,3612,11729,-5685
170,727,523,-1211,-320,-521,6622,10817,-7320
-560,781,408,-909,-473,-591,2616,11717,-8603
-966,361,38,-590,-509,-604,301,9314,-19591
-988,-443,-25,-11,-213,-477,2147,-1488,-18555
-778,-695,-54,136,106,-515,-12269,-5986,-7816
-561,-793,-174,60,443,-706,-12998,-13147,-9218
-422,-940,-117,-82,673,-782,-5512,-7653,-7043
53,-899,-202,-514,927,-808,-4547,-9319,-18834
603,-700,-478,-963,915,-680,-5532,120,-17810
962,-424,-155,-1370,573,-604,26629,14016,-27016
934,224,77,-1305,11,-846,19099,8028,-14397
880,437,137,-1028,-343,-808,7215,219,-7407
651,717,89,-862,-432,-731,-7870,-11383,2952
924,236,38,-1087,-266,-891,-7655,-4651,9355
964,-152,17,-1252,5,-916,-32717,1378,12988
840,-378,-595,-1294,649,-712,-23082,-8449,12057
645,-432,-691,-1240,809,-483,6173,-7027,2746
412,-600,-799,-1146,874,-388,550,-12647,463
41,-646,-760,-1081,886,-254,2427,-14075,-5315
84,-791,-923,-1128,791,-114,3042,7393,-29748
705,-364,-613,-1370,514,-222,-2583,17285,-13917
943,146,-358,-1400,-54,-553,6131,7196,-6457
888,444,59,-1205,-290,-623,-4926,15123,-7567
591,122,692,-803,-379,-942,-25207,18809,5780
469,-398,814,-590,-83,-1158,-22033,5628,19292
-245,-968,127,-466,443,-1152,-10993,598,18220
-911,-589,41,-171,620,-974,1732,-4037,22824
-1046,124,-54,0,141,-884,4385,-2186,21896
-657,673,-49,-230,-261,-827,9835,-7022,17726
-734,509,265,-667,-461,-649,-10815,-18861,-32760
-929,-193,391,-283,-314,-757,-874,-2018,-18268
-404,-678,535,-53,124,-916,-6712,2170,-15071
-625,-1038,352,-82,490,-872,-14414,1691,26194
-1052,-320,-123,-23,-125,-533,3906,633,-12037
-787,-639,83,89,47,-507,4643,-4311,-8392
-740,-729,236,107,242,-584,4133,-5776,-4285
-546,-790,490,65,289,-730,-1504,-7114,-9651
-359,-761,605,-64,419,-939,-5956,-7052,8557
-301,-687,613,-183,437,-1054,7420,-21050,-10
131,-262,1026,-638,153,-1213,5679,-15633,-8253
615,34,755,-1004,-119,-1041,2991,-6860,-14886
639,71,805,-921,-266,-978,-442,-2957,-1251
607,113,845,-897,-260,-997,653,1554,-10583
580,39,679,-744,-201,-1079,-6507,1247,-7773
796,-171,596,-697,-18,-1187,3046,-6219,-1385
948,-118,116,-1004,147,-1143,-7999,-17232,-6573
912,-106,-291,-1275,135,-800,-9938,-12627,4881
812,46,-563,-1435,242,-654,-19730,264,4715
660,82,-666,-1429,478,-489,1797,-18091,1745
275,-306,-1004,-1305,567,-171,15475,-13529,-9412
250,-482,-895,-1299,496,-69,1449,-1079,-4516
643,-422,-699,-1311,437,-88,9214,18358,-18509
875,-265,-191,-1459,100,-476,-937,23827,2629
870,-318,368,-1276,29,-901,-2166,21481,-6767
189,-82,864,-702,-6,-1175,-7533,11021,7613
14,-540,839,-401,153,-1175,-324,9695,-8755
295,142,983,-141,112,-1022,10594,3930,5737
-337,113,906,-88,-36,-920,6639,150,7988
-166,115,1018,-177,-266,-857,-12138,972,18811
-248,-145,926,-360,-249,-972,-8283,-41,5085
-346,-410,970,-472,-101,-1130,-14670,-2423,2370
-405,-558,613,-478,153,-1194,-7404,7131,3532
-664,-562,462,-277,360,-1124,-8023,-841,6724
-809,-666,302,-265,513,-1092,-5329,-4428,5732
-1002,-297,195,-224,584,-991,-7806,-9756,11824
-985,-125,365,-212,573,-1035,-9111,-3389,-1301
-820,-538,466,-289,762,-927,-9759,-4046,-12938
-603,-858,488,-602,915,-876,-4238,-2868,-9849
7,-1225,559,-1004,892,-679,927,-10189,-15240
491,-784,361,-1311,685,-597,2934,-13313,-4316
668,-741,366,-1406,508,-406,5674,-8372,-6102
863,-326,127,-1394,443,-215,3675,695,-5951
935,-260,367,-1394,389,-165,5156,5667,-70
839,-271,298,-1394,437,-190,8704,-7484,9643
858,-623,107,-1211,667,-114,-5678,-3202,6924
93,-684,-37,-1116,691,-12,-1628,2422,-7058
694,-669,-299,-992,673,82,2149,-11269,-7033
809,-394,-413,-838,667,177,-198,-1686,-12725
955,44,-402,-1045,490,171,-1682,2565,-11419
959,350,-290,-1146,348,127,29,1581,-7595
801,596,-129,-1193,100,69,-4466,1523,-4012
499,727,356,-1187,-54,12,-21801,29101,-16470
95,805,556,-1122,-379,-425,-4269,11740,-13679
-161,502,661,-886,-491,-578,-3441,4837,-9182
-758,101,656,-484,-438,-800,-7223,3500,-8756
-833,-175,559,-254,-249,-889,-214,2586,-5908
-875,-464,337,-35,-54,-851,-3608,4944,-3831
-824,-634,280,24,112,-800,-2102,-407,-1777
-633,-458,616,-94,88,-997,-3327,-5829,-2127
-340,-562,769,-189,159,-1067,7256,-24507,158
139,-465,883,-744,94,-1201,12209,-20704,2357
560,-162,746,-1140,-36,-991,8500,-4954,6135
591,-175,793,-1358,0,-750,6447,-4814,7974
782,-201,621,-1429,147,-629,4235,-11229,4300
1020,-286,127,-1429,295,-285,6922,-12803,3980
897,-468,10,-1293,431,-50,1106,6611,-23
906,-458,127,-1329,484,-101,-27977,23849,-11820
827,-513,207,-1447,194,-324,-15619,8971,312
676,-669,325,-1465,242,-629,-14873,14375,1573
735,-623,291,-1388,354,-813,-7033,2606,-4751
520,-751,204,-1287,431,-928,-4048,11642,-3345
865,-828,50,-1187,460,-991,-11166,8814,-1945
474,-897,-239,-963,773,-960,-11687,10674,4043
222,-940,-125,-726,927,-871,4860,-5509,13207
-322,-969,-268,-454,921,-839,-3906,-11282,16552
-272,-977,-331,-372,933,-762,-7207,-8703,-2663
-256,-980,-312,-620,1004,-661,5021,-14394,-14698
187,-985,-68,-980,945,-686,12824,-5761,-14912
533,-776,365,-1305,549,-813,18375,-2957,-5250
614,-458,566,-1364,283,-820,11016,-333,-7775
768,98,649,-1329,-125,-712,12448,762,-6476
516,93,950,-1293,-237,-642,-3249,18207,9868
-107,95,949,-1169,17,-1004,7515,11613,5275
-363,509,787,-945,-107,-1074,7155,10167,-769
-594,572,580,-797,-284,-998,6517,11083,-533
-495,840,313,-709,-367,-922,-3000,10998,5070
-103,918,106,-862,-396,-852,1045,2567,16238
254,937,-1,-1051,-314,-826,6510,298,19864
632,719,-99,-1288,-148,-737,-235,3182,14879
903,393,6,-1382,147,-750,-3604,1878,12730
995,156,204,-1311,484,-845,-2747,9671,3333
748,-47,516,-1187,561,-954,-5775,10197,4087
561,-220,734,-921,726,-1024,-15887,5371,-3147
81,-475,874,-750,850,-966,-4720,11138,940
-247,-438,866,-372,892,-826,1249,8550,2113
-578,-361,803,-200,839,-744,3656,7881,-445
-804,-259,619,-53,762,-604,586,4396,-259
-867,-307,424,-59,774,-515,-1554,6504,-7120
-824,-601,168,-248,927,-343,338,660,-2071
-737,-622,323,-319,963,-324,-8577,-9375,758
-713,-654,345,-242,927,-260,-3104,-16037,666
-579,-546,608,-165,868,-362,6538,-8036,8311
-710,-371,676,-5,744,-521,1718,3723,5127
-873,-107,416,65,614,-477,2202,7996,10523
-958,93,316,136,395,-311,11816,-642,-4144
-1038,225,210,107,478,-330,16159,2088,-12628
-966,-256,167,-41,779,-426,-3204,226,-5464
-896,-545,171,-153,856,-369,2378,-1459,-20458
-640,-780,569,-336,980,-375,-13409,-19058,12150
-624,-672,505,-183,898,-343,-2889,-2835,7602
-868,-450,441,24,691,-324,-163,2432,10092
-898,-330,374,107,508,-279,-4858,-243,8100
-831,-482,262,89,502,-280,-847,917,4341
-866,-128,537,142,301,-254,733,-5898,12718
-714,45,687,119,-24,-509,6079,-3498,-6664
-598,-149,797,119,11,-604,-8376,-4095,-13150
-299,-816,609,77,460,-725,-15276,7345,-23073
26,-1028,355,-124,850,-566,-10289,14486,-6810
267,-1016,328,-519,1022,-318,522,622,-1328
586,-879,161,-673,1016,-216,-2604,2147,-12423
891,-806,364,-1134,833,-210,-4115,-3340,-4362
876,-508,245,-1229,738,-216,-15447,5794,-4058
845,-375,134,-1294,608,-146,12595,-9108,-3794
988,-225,105,-1258,685,-165,19771,-6219,356
891,-202,158,-1199,803,-299,15060,13422,6180
770,-377,468,-1128,880,-604,-3389,10027,5854
745,-454,384,-980,963,-655,-24593,222,-12122
842,-424,144,-1146,839,-241,-3377,96,-10593
1186,-355,83,-1347,454,-146,-5216,-3486,-6111
953,-183,74,-1317,478,-95,9292,-688,4824
914,-50,242,-1311,596,-216,2671,10315,-8320
647,312,464,-1418,478,-407,6221,908,-11117
728,702,208,-1430,165,-407,11257,-433,-7269
-39,938,115,-1045,-308,-646,-42,-9,-20
-81,976,212,-1080,-308,-653,-4760,1346,-3258
-464,648,447,-921,-308,-843,-9501,443,-11781
-752,621,302,-826,-249,-945,7175,13514,-18774
-1071,-36,-135,-313,-296,-773,-704,-5408,-3053
-716,349,426,-100,-148,-723,5336,-32767,31419
211,275,858,-826,-302,-945,-11402,-16721,14965
381,-285,797,-1346,53,-805,-26366,-151,-4452
486,-933,222,-1370,431,-799,-16690,-10993,-6580
709,-688,-175,-1435,490,-469,1214,-27044,-2922
646,-682,-285,-1228,378,57,15674,-11593,-13525
825,-501,-150,-1027,543,152,12470,8524,-7368
894,-319,532,-1222,643,-88,-17,29105,-14581
428,-141,841,-1447,472,-584,-4442,14711,-10185
238,-509,852,-1329,372,-888,-16642,12891,-27892
47,-257,1039,-1199,230,-1047,15167,11450,-1882
-111,409,905,-933,-172,-1040,15623,141,5743
-35,670,632,-1004,-343,-862,13716,11934,-747
-507,614,403,-945,-438,-729,15783,9232,-32527
-896,372,144,-502,-532,-399,12566,-3364,-13563
-1070,82,391,-135,-325,-266,8947,-11386,-11890
-702,-284,684,54,-125,-495,12613,-5337,-12355
-769,241,576,136,129,-545,7888,3627,1682
-736,507,429,142,0,-418,9958,8827,15137
-361,804,-24,-82,-213,-145,5683,18458,8695
-328,897,-362,-437,-254,120,-269,11951,-10218
-579,746,-229,-720,-331,50,-6521,-164,-16019
-838,523,-55,-443,-438,-133,-8414,1529,-8862
-813,307,336,-336,-491,-374,-18134,-12488,-4458
-833,-181,655,-271,-337,-856,-10742,-9293,-13504
-577,-362,677,-212,-60,-1015,-8276,855,1581
-496,-521,468,-253,153,-1136,-5493,-2927,263
-453,-985,189,-212,389,-1085,-6355,6584,-19503
59,-999,47,-336,797,-901,-319,7665,-17592
427,-884,133,-502,921,-837,1315,13885,-7939
229,-928,293,-454,939,-793,-6576,16299,2871
82,-1019,343,-318,945,-634,-7352,7980,443
165,-1032,-5,-366,956,-311,-11200,720,4195
-56,-1004,-255,-289,886,-139,-6937,3589,6706
-177,-953,-320,-271,738,25,-2115,7511,-1267
-282,-970,-408,-259,691,50,-1987,1851,11389
-481,-791,-461,-159,448,120,-1603,-1455,6233
-735,-781,-251,-88,348,82,13149,-3696,8809
-891,-694,206,18,419,-88,13986,-9422,3591
-858,-406,433,89,437,-266,14059,-5786,12370
-791,-154,640,136,318,-444,3414,-1739,-2902
-753,-275,690,142,407,-495,5132,-1667,-11866
-553,-342,813,30,614,-597,-2592,-4259,-11209
-300,-558,768,-76,767,-628,-1482,-6865,-13069
86,-489,700,-466,980,-705,6023,-9797,-4250
105,-519,916,-561,945,-813,5897,2434,18706
-329,98,942,-64,584,-882,11403,-1373,7388
-416,96,823,6,236,-870,-9260,9048,22419
-253,126,811,-5,-178,-692,1327,10270,396
-688,425,652,-70,-266,-571,-6800,5118,1962
-734,148,813,-177,-384,-590,-14117,6199,7337
-659,310,682,-230,-396,-685,-1448,-352,13146
-545,465,644,-490,-485,-723,1270,6573,6849
-800,364,492,-578,-503,-698,-3885,14069,-12038
-976,-123,351,-183,-331,-730,-9973,3388,-10964
-908,-545,320,0,-83,-762,-4011,4296,-14413
-729,-725,7,130,254,-597,-9059,7442,-993
-857,-589,-233,160,224,-470,-4152,-1891,2920
-637,-476,-713,154,212,-317,-5699,12413,361
-467,-176,-879,60,177,-120,-7683,-6928,3069
-519,-42,-983,54,35,-127,-7951,3606,-659
-460,186,-921,30,-54,-146,-5206,2436,-914
-343,239,-945,6,-54,-133,-2670,5624,1369
-536,62,-864,-23,-71,-89,18858,-12778,-1331
-676,-329,-789,89,171,-190,4039,-2832,-2490
-725,-488,-522,95,283,-241,8475,-26807,-4660
-861,-628,-16,142,307,-521,17203,-16203,8204
-654,-86,715,18,5,-813,8375,-19742,9778
-338,100,893,-384,-278,-966,4034,-13980,1793
-7,264,996,-614,-343,-972,-599,-9205,-2910
103,250,934,-661,-390,-934,3561,-6056,-3450
51,109,924,-638,-402,-909,-4286,9936,-7946
-163,-11,960,-354,-219,-1017,-3355,7734,-7761
-468,-57,830,-153,-142,-928,-5191,8517,1845
-713,-544,574,54,59,-762,-6932,11284,-8261
-766,-636,252,160,248,-534,-4461,7145,-6234
-695,-827,0,113,384,-298,2090,8358,15
-603,-968,-61,12,496,-101,2738,4666,2903
-372,-1025,260,-183,738,-89,26,729,7017
-296,-887,382,-259,880,-171,14912,9290,-10544
-178,-678,745,-614,1028,-483,13945,112,-4709
39,-508,935,-691,986,-731,10106,-11576,-12327
450,-316,886,-986,856,-845,196,-13707,-10274
686,-95,694,-1264,714,-718,-763,-5379,-12408
722,161,554,-1435,407,-572,14296,-383,-4611
765,525,447,-1465,248,-527,1660,3619,8375
636,332,479,-1441,395,-591,5594,5845,10286
798,33,576,-1287,626,-750,8825,3904,14945
577,-64,760,-1028,720,-966,7456,8497,10117
425,-102,883,-720,673,-1094,95,12449,9468
-306,-199,952,-283,602,-1055,-3316,17689,15687
-628,72,801,71,330,-794,-4383,9981,17771
-703,160,651,12,-166,-591,-6054,5734,13669
-735,166,610,-118,-337,-591,-9644,3767,-2438
-802,-377,550,-82,-225,-731,-10713,5022,-32074
-413,-822,465,101,254,-724,2522,788,-15577
-56,-869,539,-29,673,-731,7125,-70,-10487
-238,-470,844,-141,732,-807,22599,7525,13544
-544,-65,851,48,218,-839,4084,5685,20016
-679,335,616,-35,-148,-718,-4756,10044,7523
-751,350,536,-194,-402,-553,-853,2824,703
-567,534,473,-254,-450,-508,-9969,8023,24198
-403,857,442,-774,-509,-661,-8573,3493,5882
-219,757,572,-963,-414,-731,-7320,-1737,14
-122,430,826,-1004,-337,-877,-18730,-16726,-3103
108,163,894,-1110,-148,-966,-5269,3610,-8427
-26,118,1028,-986,-225,-985,-5570,1746,-1375
83,-174,986,-998,-195,-1030,-16915,-1367,-2677
138,-477,831,-1016,129,-1125,-7277,-3115,-4164
351,-628,716,-1075,230,-1106,-4733,-6347,-7740
271,-445,1028,-1081,124,-1132,2205,17670,-2362
-310,-251,742,-638,23,-1189,5763,25784,-12696
-507,-690,544,54,206,-820,2370,9431,-8068
-539,-807,390,130,437,-585,-3136,5935,-4573
-444,-995,63,65,614,-362,-12306,27,-1807
-420,-871,-274,6,614,-178,-15265,185,-3604
-205,-651,-847,-94,484,57,-21321,-1936,-1143
141,-215,-1007,-159,165,120,-7836,21293,721
656,223,-770,-620,-83,216,-14353,13643,-3543
734,565,-405,-839,-308,69,-3533,-2870,2776
787,581,-272,-815,-455,-184,-8280,9506,-1579
691,614,149,-839,-520,-362,663,13265,2662
652,480,469,-815,-544,-515,-1749,13604,9382
469,406,778,-969,-467,-610,1614,14643,5364
381,363,816,-992,-408,-737,7837,9504,4022
757,276,618,-1010,-420,-699,15623,-9645,18959
810,75,-251,-1364,177,-127,11085,-20798,13891
867,-234,-413,-1205,466,69,8557,-5869,7620
631,-662,-588,-833,803,38,13295,-15335,16141
0,-1098,-320,-360,915,-184,13943,-10171,13248
-215,-991,-29,-47,785,-375,12281,15397,5234
-486,-779,503,18,649,-508,15889,-523,7308
-568,-365,632,101,295,-719,8750,-12981,11601
-236,-226,1010,-41,29,-909,-2143,-9774,4140
-40,-200,933,-259,17,-1081,5094,-4732,-5064
167,-134,971,-354,-65,-1113,103,-5749,5526
326,38,801,-519,-160,-1107,4285,-10476,8511
598,4,716,-756,-260,-1049,3722,-2033,6567
1126,52,366,-1128,-249,-840,-1080,-16200,-2043
944,315,83,-1193,-314,-661,-9152,-2432,-6591
934,369,191,-1004,-385,-776,-9330,-4502,7550
947,61,133,-1081,-201,-948,-14145,-2286,15948
894,-549,-120,-1264,313,-948,-6379,-2831,19198
157,-821,124,-1169,703,-852,24637,32766,32169
-427,-964,256,-348,780,-948,4296,-14009,21599
-542,-487,601,-259,508,-1107,1830,-30479,9134
431,-425,761,-986,301,-1158,729,-5787,-32767
737,-130,669,-951,5,-1126,-834,-3076,-8809
829,146,508,-945,-107,-1088,-4706,-2930,-8611
932,34,334,-945,-66,-1075,-28453,-9935,4526
824,-496,-128,-1134,549,-986,-14450,-6289,13508
